Company,Role,Job Title,Country,Gender,Qualification,Work Type,Experience,Salary ($),Job Portal,Company Value ($M),Latitude,Posting Date
Schultz-Adams,Aerospace Engineer,Data Scientist,France,Male,B.Tech,Part time,8.1,15204.19,Indeed,4.61,51.174083616024376,2023-08-28
Graham Ltd,Art Teacher,Data Scientist,Australia,Female,B.Tech,Full time,0.2,15682.97,LinkedIn,4.7,-66.90707543854938,2023-12-11
Leonard-Smith,Data Scientist,Art Teacher,France,Male,B.Tech,Full time,9.9,19266.94,Naukri,2.98,51.174083616024376,2023-05-22
"Hartman, Jones and Pace",Cloud Architect,Art Teacher,UK,Male,B.Tech,Full time,9.6,6990.24,Naukri,6.28,-26.85430197714004,2023-05-01
"Anderson, Wong and Hall",Account Director,Art Teacher,Brazil,Male,B.Tech,Part time,6.8,10908.27,LinkedIn,9.86,59.97537301382212,2023-12-18
"Zimmerman, Ellis and Smith",UX Designer,Data Scientist,Brazil,Male,B.Tech,Part time,0.0,18771.43,Monster,4.39,59.97537301382212,2023-03-25
Anderson-Evans,Data Engineer,Aerospace Engineer,Germany,Female,M.Tech,Part time,9.6,6882.22,LinkedIn,2.84,-56.96839776870654,2023-12-23
"Hutchinson, Snyder and Bennett",Data Engineer,Aerospace Engineer,Germany,Female,B.Tech,Part time,5.3,5953.33,Indeed,5.39,-56.96839776870654,2023-04-02
"Bradley, Hernandez and Hancock",UX Designer,Account Director,France,Male,B.Tech,Full time,3.8,7444.45,Naukri,3.79,51.174083616024376,2023-05-13
Hayes-Miller,Art Teacher,Art Teacher,UK,Male,B.Tech,Intern,7.5,7057.09,Naukri,3.51,-26.85430197714004,2023-12-12
"Nguyen, Mccormick and Ortiz",UX Designer,Art Teacher,India,Female,MBA,Contract,5.8,15530.26,Naukri,3.61,-3.9308056415674457,2023-03-03
"Anderson, Wong and Hall",Data Scientist,Aerospace Engineer,Brazil,Male,B.Tech,Full time,9.8,17361.8,LinkedIn,4.57,59.97537301382212,2023-05-29
"Byrd, Randall and Crosby",Account Director,Aerospace Engineer,USA,Female,B.Tech,Part time,7.2,18440.86,Monster,2.48,66.92586787149776,2023-05-31
"Hutchinson, Snyder and Bennett",Cloud Architect,Account Director,France,Female,B.Tech,Part time,2.0,7371.14,Indeed,6.35,51.174083616024376,2023-09-01
Leonard-Smith,Account Director,Data Scientist,India,Female,B.Tech,Full time,3.6,8590.95,Monster,9.05,-3.9308056415674457,2023-02-20
"Anderson, Wong and Hall",Data Scientist,Aerospace Engineer,Australia,Female,B.Tech,Intern,3.7,13503.43,LinkedIn,8.66,-66.90707543854938,2023-03-01
Williams-Lopez,Data Scientist,Aerospace Engineer,Australia,Female,M.Tech,Contract,9.5,6777.74,Monster,2.25,-66.90707543854938,2023-09-20
Bates-Juarez,Art Teacher,Data Scientist,Australia,Male,B.Tech,Full time,7.0,12088.79,Monster,7.18,-66.90707543854938,2023-10-09
Thomas-Johnson,Aerospace Engineer,Art Teacher,Germany,Female,B.Tech,Intern,0.0,13492.97,Monster,6.1,-56.96839776870654,2023-04-29
"Wallace, Hughes and Haynes",Aerospace Engineer,Account Director,Brazil,Male,B.Tech,Intern,7.5,7190.61,LinkedIn,5.06,59.97537301382212,2023-04-29
Nelson LLC,Account Director,Art Teacher,UK,Female,B.Tech,Intern,9.2,17426.85,Monster,8.43,-26.85430197714004,2023-07-15
Mccann Group,Data Engineer,Aerospace Engineer,UK,Female,PhD,Contract,9.0,12149.25,Monster,4.95,-26.85430197714004,2023-06-09
"Terry, Garcia and Rogers",Cloud Architect,Aerospace Engineer,USA,Male,B.Tech,Intern,5.6,12801.0,Naukri,1.04,66.92586787149776,2023-04-30
Anderson-Evans,Data Scientist,Aerospace Engineer,France,Male,B.Tech,Contract,9.9,16946.38,Indeed,8.1,51.174083616024376,2023-01-18
White Group,Art Teacher,Aerospace Engineer,Australia,Female,M.Tech,Intern,3.9,13891.07,Naukri,6.62,-66.90707543854938,2023-11-04
Anderson-Evans,Data Engineer,Data Scientist,UK,Female,PhD,Contract,9.8,13199.74,Indeed,5.98,-26.85430197714004,2023-04-02
Graham Ltd,Data Scientist,Data Scientist,UK,Male,B.Tech,Full time,4.1,6031.29,Naukri,6.91,-26.85430197714004,2023-09-30
"Hartman, Jones and Pace",Aerospace Engineer,Aerospace Engineer,France,Female,B.Tech,Contract,4.5,6260.92,Naukri,9.39,51.174083616024376,2023-04-09
"Allen, Williams and Spears",Data Engineer,Aerospace Engineer,Germany,Male,PhD,Contract,5.1,15157.35,Naukri,9.19,-56.96839776870654,2023-09-09
"Cabrera, Lee and Caldwell",Data Engineer,Account Director,India,Female,B.Tech,Intern,5.4,9497.02,Naukri,5.18,-3.9308056415674457,2023-11-12
Bates-Juarez,UX Designer,Aerospace Engineer,India,Male,B.Tech,Intern,2.5,5550.63,LinkedIn,3.32,-3.9308056415674457,2023-01-28
"Mullen, Hall and Torres",Cloud Architect,Account Director,India,Male,PhD,Part time,1.7,15406.73,Indeed,4.43,-3.9308056415674457,2023-12-26
Williams-Lopez,Account Director,Account Director,Australia,Female,B.Tech,Contract,0.5,17793.93,Naukri,9.55,-66.90707543854938,2023-03-09
Crawford-Morrison,Art Teacher,Account Director,France,Female,B.Tech,Intern,8.8,19302.5,Naukri,2.07,51.174083616024376,2023-11-30
"Pittman, Gutierrez and Munoz",Data Engineer,Account Director,India,Female,M.Tech,Intern,9.6,18839.11,Naukri,9.98,-3.9308056415674457,2023-03-05
"Hernandez, Henry and Roberts",Aerospace Engineer,Art Teacher,Germany,Female,B.Tech,Part time,4.2,15299.08,Naukri,7.11,-56.96839776870654,2023-04-07
"Zimmerman, Ellis and Smith",Data Engineer,Data Scientist,UK,Female,B.Tech,Full time,3.4,18175.24,Monster,4.23,-26.85430197714004,2023-11-24
"Hartman, Jones and Pace",Cloud Architect,Account Director,India,Male,B.Tech,Full time,3.5,6009.8,LinkedIn,3.94,-3.9308056415674457,2023-08-28
"Hutchinson, Snyder and Bennett",Data Scientist,Data Scientist,Australia,Female,B.Tech,Contract,8.7,18594.3,LinkedIn,5.26,-66.90707543854938,2023-07-16
Walsh-Smith,Cloud Architect,Data Scientist,India,Female,MBA,Contract,0.2,16827.77,Monster,7.22,-3.9308056415674457,2023-06-25
Crawford-Morrison,Data Engineer,Aerospace Engineer,Brazil,Male,M.Tech,Intern,2.3,6116.21,Indeed,0.79,59.97537301382212,2023-01-26
"Allen, Williams and Spears",Data Scientist,Data Scientist,Germany,Female,M.Tech,Part time,0.9,12288.95,Monster,8.63,-56.96839776870654,2023-08-15
Walsh-Smith,Data Engineer,Aerospace Engineer,UK,Male,MBA,Part time,2.9,5723.44,LinkedIn,1.24,-26.85430197714004,2023-05-17
"Hartman, Jones and Pace",Cloud Architect,Account Director,Brazil,Male,MBA,Contract,6.4,16267.92,Indeed,7.03,59.97537301382212,2023-12-02
Crawford-Morrison,Data Engineer,Aerospace Engineer,India,Male,PhD,Part time,5.5,8039.51,Naukri,1.99,-3.9308056415674457,2023-01-07
"Allen, Williams and Spears",Art Teacher,Art Teacher,USA,Male,M.Tech,Part time,1.0,19499.03,Indeed,8.75,66.92586787149776,2023-12-18
"Hernandez, Henry and Roberts",Data Scientist,Data Scientist,India,Male,PhD,Contract,7.1,12647.93,Naukri,8.76,-3.9308056415674457,2023-10-19
"Zimmerman, Ellis and Smith",UX Designer,Aerospace Engineer,Brazil,Female,MBA,Contract,2.9,15520.85,Naukri,2.7,59.97537301382212,2023-12-19
"Bradley, Hernandez and Hancock",UX Designer,Aerospace Engineer,Brazil,Male,B.Tech,Part time,1.7,13289.2,Indeed,3.9,59.97537301382212,2023-03-30
"Pittman, Gutierrez and Munoz",Account Director,Art Teacher,Brazil,Male,M.Tech,Intern,3.8,15225.33,Naukri,3.62,59.97537301382212,2023-11-07
Nelson LLC,Aerospace Engineer,Account Director,UK,Male,B.Tech,Contract,1.4,17554.82,Monster,5.85,-26.85430197714004,2023-03-21
"Byrd, Randall and Crosby",Data Scientist,Data Scientist,India,Female,MBA,Part time,9.6,13483.77,LinkedIn,3.88,-3.9308056415674457,2023-05-29
"Bradley, Hernandez and Hancock",Art Teacher,Aerospace Engineer,India,Male,MBA,Contract,4.1,15392.04,Indeed,2.77,-3.9308056415674457,2023-04-20
Williams-Lopez,Cloud Architect,Art Teacher,France,Female,B.Tech,Full time,5.5,10668.89,Naukri,0.98,51.174083616024376,2023-04-26
"Anderson, Wong and Hall",Data Engineer,Data Scientist,UK,Male,PhD,Contract,9.2,11641.85,Monster,2.02,-26.85430197714004,2023-03-30
"Anderson, Wong and Hall",Art Teacher,Data Scientist,India,Male,B.Tech,Full time,2.6,12451.45,Naukri,9.93,-3.9308056415674457,2023-08-08
"Wallace, Hughes and Haynes",Data Engineer,Account Director,Brazil,Male,B.Tech,Part time,4.6,5079.92,LinkedIn,8.14,59.97537301382212,2023-06-22
Bates-Juarez,Account Director,Art Teacher,Brazil,Male,M.Tech,Intern,4.8,18243.75,Naukri,8.79,59.97537301382212,2023-03-05
"Cabrera, Lee and Caldwell",Aerospace Engineer,Data Scientist,Australia,Female,B.Tech,Contract,0.1,8175.67,Monster,7.65,-66.90707543854938,2023-06-22
Hayes-Miller,Account Director,Data Scientist,Germany,Male,M.Tech,Part time,9.8,9589.99,LinkedIn,1.46,-56.96839776870654,2023-07-28
"Byrd, Randall and Crosby",Data Engineer,Data Scientist,Australia,Female,B.Tech,Intern,5.9,9904.11,Naukri,3.43,-66.90707543854938,2023-11-01
"Terry, Garcia and Rogers",Data Engineer,Art Teacher,India,Female,B.Tech,Full time,5.2,19728.93,Naukri,5.21,-3.9308056415674457,2023-09-12
"Bradley, Hernandez and Hancock",Data Engineer,Data Scientist,Germany,Male,B.Tech,Part time,6.2,6162.25,LinkedIn,5.16,-56.96839776870654,2023-05-14
"Humphrey, Nash and Lee",Data Scientist,Aerospace Engineer,Brazil,Female,B.Tech,Contract,3.6,19212.52,LinkedIn,4.54,59.97537301382212,2023-12-12
"Anderson, Wong and Hall",Account Director,Account Director,Australia,Female,B.Tech,Contract,8.1,14498.81,LinkedIn,7.58,-66.90707543854938,2023-02-15
"Galvan, Evans and Riddle",Account Director,Account Director,Germany,Male,M.Tech,Intern,0.4,8626.93,LinkedIn,2.3,-56.96839776870654,2023-06-11
"Zimmerman, Ellis and Smith",Account Director,Art Teacher,Australia,Male,B.Tech,Intern,6.8,8579.2,Monster,4.87,-66.90707543854938,2023-04-20
Walsh-Smith,Cloud Architect,Data Scientist,Brazil,Female,B.Tech,Intern,8.0,15797.14,Indeed,2.68,59.97537301382212,2023-04-19
Graham Ltd,Aerospace Engineer,Data Scientist,USA,Female,B.Tech,Intern,4.0,6718.75,Indeed,6.7,66.92586787149776,2023-02-15
"Terry, Garcia and Rogers",Data Engineer,Aerospace Engineer,Germany,Female,B.Tech,Intern,0.5,7834.04,Monster,6.86,-56.96839776870654,2023-09-04
"Mullen, Hall and Torres",Data Engineer,Art Teacher,UK,Male,B.Tech,Part time,5.2,19657.17,Indeed,9.84,-26.85430197714004,2023-03-19
Leonard-Smith,Account Director,Data Scientist,UK,Female,B.Tech,Part time,4.1,14178.53,LinkedIn,9.33,-26.85430197714004,2023-03-06
"Hutchinson, Snyder and Bennett",Art Teacher,Aerospace Engineer,India,Male,B.Tech,Intern,7.2,15460.38,Monster,6.03,-3.9308056415674457,2023-05-08
Nelson LLC,Data Engineer,Account Director,USA,Female,B.Tech,Contract,7.0,9748.2,Naukri,9.49,66.92586787149776,2023-08-07
Crawford-Morrison,Art Teacher,Aerospace Engineer,Australia,Female,B.Tech,Intern,7.2,18209.27,LinkedIn,2.0,-66.90707543854938,2023-04-22
Schultz-Adams,Cloud Architect,Art Teacher,UK,Female,B.Tech,Full time,9.9,17473.47,LinkedIn,6.9,-26.85430197714004,2023-06-17
Graham Ltd,UX Designer,Data Scientist,UK,Female,B.Tech,Contract,7.8,11221.57,Indeed,5.59,-26.85430197714004,2023-10-24
"Allen, Williams and Spears",Account Director,Art Teacher,Germany,Female,B.Tech,Part time,1.7,7247.61,Monster,8.4,-56.96839776870654,2023-08-30
"Alvarado, Mcbride and Valenzuela",Aerospace Engineer,Data Scientist,Brazil,Female,B.Tech,Contract,7.1,17950.73,Indeed,6.6,59.97537301382212,2023-11-20
Mccann Group,UX Designer,Data Scientist,USA,Male,B.Tech,Full time,1.4,5504.5,LinkedIn,8.76,66.92586787149776,2023-03-29
"Mullen, Hall and Torres",Data Scientist,Account Director,France,Female,B.Tech,Intern,7.7,19705.45,Monster,8.63,51.174083616024376,2023-07-04
"Hartman, Jones and Pace",Aerospace Engineer,Account Director,Brazil,Male,B.Tech,Contract,7.0,19066.01,Indeed,6.36,59.97537301382212,2023-06-05
Crawford-Morrison,Data Scientist,Data Scientist,India,Male,MBA,Intern,3.6,7069.59,LinkedIn,7.32,-3.9308056415674457,2023-02-07
"Humphrey, Nash and Lee",Cloud Architect,Account Director,Australia,Female,B.Tech,Full time,5.5,5928.77,LinkedIn,9.23,-66.90707543854938,2023-09-06
Crawford-Morrison,Account Director,Aerospace Engineer,UK,Male,MBA,Contract,9.1,7826.53,Naukri,1.91,-26.85430197714004,2023-02-08
"Alvarado, Mcbride and Valenzuela",UX Designer,Aerospace Engineer,Brazil,Female,B.Tech,Part time,5.4,18970.55,Indeed,7.35,59.97537301382212,2023-02-04
"Cabrera, Lee and Caldwell",Data Engineer,Account Director,India,Female,PhD,Intern,4.6,16740.65,Monster,2.45,-3.9308056415674457,2023-06-13
"Byrd, Randall and Crosby",UX Designer,Data Scientist,Australia,Male,B.Tech,Part time,5.0,18073.85,Naukri,9.72,-66.90707543854938,2023-08-02
"Hartman, Jones and Pace",Aerospace Engineer,Art Teacher,Brazil,Male,MBA,Full time,4.6,8060.33,Naukri,2.83,59.97537301382212,2023-07-17
"Wallace, Hughes and Haynes",Account Director,Data Scientist,USA,Male,B.Tech,Intern,8.5,5482.98,Indeed,1.44,66.92586787149776,2023-08-18
Leonard-Smith,Art Teacher,Data Scientist,Australia,Female,B.Tech,Full time,4.6,6978.01,Naukri,9.76,-66.90707543854938,2023-10-14
Mccann Group,UX Designer,Aerospace Engineer,India,Female,B.Tech,Full time,2.3,16084.91,Naukri,8.47,-3.9308056415674457,2023-01-11
Leonard-Smith,Art Teacher,Data Scientist,France,Male,M.Tech,Full time,8.8,17043.48,Indeed,2.86,51.174083616024376,2023-04-26
"Cabrera, Lee and Caldwell",Data Engineer,Aerospace Engineer,India,Male,MBA,Contract,4.5,13827.21,Naukri,5.21,-3.9308056415674457,2023-04-07
Crawford-Morrison,Cloud Architect,Data Scientist,Australia,Female,B.Tech,Part time,0.5,15544.02,LinkedIn,9.67,-66.90707543854938,2023-07-09
"Galvan, Evans and Riddle",Cloud Architect,Art Teacher,USA,Female,M.Tech,Part time,8.6,10115.98,Monster,8.54,66.92586787149776,2023-02-28
"Terry, Garcia and Rogers",Data Scientist,Aerospace Engineer,France,Male,B.Tech,Contract,4.1,11025.48,Indeed,5.24,51.174083616024376,2023-01-07
"Wallace, Hughes and Haynes",Data Scientist,Data Scientist,USA,Male,B.Tech,Intern,1.0,8505.53,Naukri,8.28,66.92586787149776,2023-09-28
"Allen, Williams and Spears",Aerospace Engineer,Aerospace Engineer,Brazil,Male,B.Tech,Contract,0.9,8077.74,Monster,2.04,59.97537301382212,2023-12-09
Thomas-Johnson,Account Director,Data Scientist,France,Male,MBA,Contract,0.7,9046.96,Monster,2.94,51.174083616024376,2023-07-20
"Byrd, Randall and Crosby",UX Designer,Account Director,France,Male,B.Tech,Intern,8.2,17074.92,Monster,6.32,51.174083616024376,2023-11-15
Schultz-Adams,Data Scientist,Data Scientist,Germany,Female,PhD,Full time,0.5,18710.74,Indeed,3.81,-56.96839776870654,2023-09-04
Anderson-Evans,Data Scientist,Art Teacher,Australia,Male,B.Tech,Part time,6.5,5379.49,Monster,3.55,-66.90707543854938,2023-10-01
"Wallace, Hughes and Haynes",Art Teacher,Account Director,USA,Female,B.Tech,Part time,9.6,9056.67,Monster,7.46,66.92586787149776,2023-02-05
"Hartman, Jones and Pace",Cloud Architect,Art Teacher,France,Male,PhD,Intern,2.0,7097.82,Indeed,2.11,51.174083616024376,2023-12-01
"Wallace, Hughes and Haynes",Art Teacher,Data Scientist,Australia,Female,M.Tech,Contract,4.4,13853.28,Naukri,8.51,-66.90707543854938,2023-02-20
White Group,Account Director,Account Director,UK,Female,PhD,Full time,5.4,15606.49,Indeed,3.93,-26.85430197714004,2023-07-19
Schultz-Adams,UX Designer,Data Scientist,Brazil,Female,B.Tech,Full time,3.5,11759.28,Monster,6.57,59.97537301382212,2023-08-27
"Anderson, Wong and Hall",UX Designer,Data Scientist,France,Male,B.Tech,Contract,0.1,15295.94,Naukri,7.86,51.174083616024376,2023-09-18
Bates-Juarez,Account Director,Data Scientist,Germany,Male,B.Tech,Full time,5.2,19773.91,Indeed,6.33,-56.96839776870654,2023-06-30
Graham Ltd,Aerospace Engineer,Aerospace Engineer,India,Male,B.Tech,Part time,8.3,19121.54,Monster,8.57,-3.9308056415674457,2023-06-14
"Mullen, Hall and Torres",Data Engineer,Data Scientist,UK,Male,B.Tech,Part time,1.9,16801.65,Indeed,4.13,-26.85430197714004,2023-03-05
"Humphrey, Nash and Lee",Data Engineer,Data Scientist,Australia,Female,B.Tech,Full time,6.2,6216.96,Monster,1.23,-66.90707543854938,2023-03-01
"Mullen, Hall and Torres",Cloud Architect,Account Director,Brazil,Male,MBA,Full time,8.4,16558.14,LinkedIn,8.99,59.97537301382212,2023-10-06
White Group,Data Engineer,Account Director,France,Male,B.Tech,Full time,1.1,12196.59,LinkedIn,6.58,51.174083616024376,2023-07-07
"Nguyen, Mccormick and Ortiz",Art Teacher,Data Scientist,France,Male,B.Tech,Contract,10.0,9945.43,Monster,9.58,51.174083616024376,2023-07-10
"Bradley, Hernandez and Hancock",Cloud Architect,Data Scientist,France,Female,B.Tech,Part time,6.8,6617.02,Indeed,8.48,51.174083616024376,2023-12-30
"Pittman, Gutierrez and Munoz",Aerospace Engineer,Aerospace Engineer,UK,Female,M.Tech,Contract,2.3,12630.66,Indeed,2.57,-26.85430197714004,2023-12-23
"Mullen, Hall and Torres",Art Teacher,Account Director,Germany,Male,B.Tech,Part time,5.9,16222.18,Naukri,8.79,-56.96839776870654,2023-02-17
"Hartman, Jones and Pace",UX Designer,Aerospace Engineer,India,Female,B.Tech,Contract,2.8,16332.21,Monster,7.64,-3.9308056415674457,2023-11-27
Hayes-Miller,Aerospace Engineer,Art Teacher,UK,Male,B.Tech,Contract,5.5,10137.84,Indeed,3.18,-26.85430197714004,2023-02-18
Anderson-Evans,Cloud Architect,Art Teacher,UK,Female,MBA,Part time,1.6,17575.19,Monster,9.52,-26.85430197714004,2023-07-17
"Nguyen, Mccormick and Ortiz",Data Scientist,Aerospace Engineer,Brazil,Female,B.Tech,Intern,3.6,5291.67,Indeed,8.48,59.97537301382212,2023-01-03
"Terry, Garcia and Rogers",Cloud Architect,Art Teacher,USA,Female,MBA,Contract,4.2,6881.84,Indeed,6.24,66.92586787149776,2023-02-14
"Bradley, Hernandez and Hancock",UX Designer,Account Director,India,Female,MBA,Part time,3.7,9290.78,LinkedIn,1.39,-3.9308056415674457,2023-06-01
"Cabrera, Lee and Caldwell",Art Teacher,Aerospace Engineer,Brazil,Female,M.Tech,Part time,9.6,9245.16,LinkedIn,9.72,59.97537301382212,2023-10-07
Williams-Lopez,Art Teacher,Aerospace Engineer,Australia,Female,M.Tech,Part time,2.8,11128.9,Indeed,8.98,-66.90707543854938,2023-01-01
"Bradley, Hernandez and Hancock",Data Engineer,Art Teacher,Germany,Female,PhD,Full time,5.1,16998.9,Naukri,8.13,-56.96839776870654,2023-07-27
"Zimmerman, Ellis and Smith",Cloud Architect,Art Teacher,France,Male,B.Tech,Contract,4.2,8196.22,Indeed,3.3,51.174083616024376,2023-12-19
"Galvan, Evans and Riddle",Cloud Architect,Art Teacher,Germany,Female,B.Tech,Part time,2.1,8675.48,Naukri,1.76,-56.96839776870654,2023-03-17
"Bradley, Hernandez and Hancock",Data Scientist,Aerospace Engineer,India,Female,M.Tech,Contract,9.9,16342.22,Naukri,1.58,-3.9308056415674457,2023-07-12
Thomas-Johnson,Art Teacher,Account Director,Australia,Female,PhD,Intern,6.0,18579.89,LinkedIn,8.82,-66.90707543854938,2023-08-04
"Bradley, Hernandez and Hancock",UX Designer,Data Scientist,Australia,Female,B.Tech,Full time,0.6,19004.37,LinkedIn,1.08,-66.90707543854938,2023-01-28
"Cabrera, Lee and Caldwell",Cloud Architect,Data Scientist,France,Male,MBA,Full time,4.3,10576.78,Indeed,6.81,51.174083616024376,2023-10-30
Graham Ltd,UX Designer,Aerospace Engineer,Australia,Male,M.Tech,Intern,7.7,11070.89,LinkedIn,6.49,-66.90707543854938,2023-07-25
"Zimmerman, Ellis and Smith",Cloud Architect,Account Director,UK,Male,B.Tech,Contract,3.8,10597.81,Monster,2.35,-26.85430197714004,2023-07-04
Anderson-Evans,Art Teacher,Aerospace Engineer,Germany,Male,B.Tech,Part time,0.9,5081.8,Monster,9.54,-56.96839776870654,2023-06-12
"Byrd, Randall and Crosby",Data Scientist,Aerospace Engineer,UK,Male,B.Tech,Full time,4.5,11396.47,LinkedIn,9.02,-26.85430197714004,2023-04-24
"Alvarado, Mcbride and Valenzuela",Account Director,Art Teacher,USA,Male,B.Tech,Part time,2.8,13988.58,Monster,9.11,66.92586787149776,2023-09-05
Thomas-Johnson,Art Teacher,Aerospace Engineer,UK,Male,B.Tech,Part time,2.8,11649.37,Naukri,7.6,-26.85430197714004,2023-01-26
Leonard-Smith,Account Director,Data Scientist,Germany,Male,B.Tech,Part time,4.9,10359.81,LinkedIn,2.64,-56.96839776870654,2023-01-13
"Pittman, Gutierrez and Munoz",Cloud Architect,Data Scientist,Australia,Female,B.Tech,Full time,1.2,8684.55,LinkedIn,5.67,-66.90707543854938,2023-03-11
"Humphrey, Nash and Lee",Data Engineer,Account Director,Germany,Female,B.Tech,Full time,0.4,14514.15,Indeed,0.87,-56.96839776870654,2023-09-03
Leonard-Smith,UX Designer,Aerospace Engineer,France,Female,B.Tech,Part time,2.8,12038.92,Naukri,5.47,51.174083616024376,2023-09-18
"Cabrera, Lee and Caldwell",Account Director,Data Scientist,UK,Female,B.Tech,Part time,5.2,14497.5,Monster,3.24,-26.85430197714004,2023-06-08
"Bradley, Hernandez and Hancock",Data Scientist,Account Director,India,Male,MBA,Contract,6.2,9539.37,Monster,7.17,-3.9308056415674457,2023-10-25
Graham Ltd,UX Designer,Art Teacher,Australia,Male,B.Tech,Full time,0.5,14536.47,Indeed,5.83,-66.90707543854938,2023-11-05
Thomas-Johnson,Art Teacher,Aerospace Engineer,India,Female,M.Tech,Intern,5.4,17916.8,Monster,8.06,-3.9308056415674457,2023-02-06
"Bradley, Hernandez and Hancock",Data Scientist,Aerospace Engineer,UK,Male,MBA,Contract,1.5,6785.84,LinkedIn,5.21,-26.85430197714004,2023-07-24
Nelson LLC,UX Designer,Account Director,Brazil,Male,B.Tech,Part time,3.5,10216.96,Naukri,2.08,59.97537301382212,2023-02-10
"Galvan, Evans and Riddle",Aerospace Engineer,Aerospace Engineer,Germany,Female,B.Tech,Part time,6.2,7538.65,Monster,8.68,-56.96839776870654,2023-05-09
